timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/24 15:34:22.511, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 193 MiB, 32760 MiB
2026/04/24 15:34:27.512, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:32.513, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:37.514, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:42.515, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:47.516, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:52.516, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:34:57.517, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:02.518, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:07.519, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:12.520, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:17.520, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:22.521, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:27.522, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:32.523, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:37.524, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:42.524, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:47.525, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:52.526, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:35:57.527, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:02.528, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:07.529, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:12.529, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:17.530, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:22.531, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:27.532, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:32.533, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:37.534, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:42.534, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:47.535, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:52.536, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:36:57.537, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:02.537, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:07.538, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:12.539, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:17.540, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:22.540, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:27.541, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 196 MiB, 32760 MiB
2026/04/24 15:37:32.542, 0, NVIDIA RTX 5000 Ada Generation, 19 %, 1 %, 14475 MiB, 32760 MiB
2026/04/24 15:37:37.543, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:37:42.544, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:37:47.545, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:37:52.545, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:37:57.546, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:02.547, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:07.548, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:12.549, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:17.549, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:22.550, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:27.551, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:32.552, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:37.552, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:42.553, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 6567 MiB, 32760 MiB
2026/04/24 15:38:47.554, 0, NVIDIA RTX 5000 Ada Generation, 47 %, 40 %, 13329 MiB, 32760 MiB
2026/04/24 15:38:52.555, 0, NVIDIA RTX 5000 Ada Generation, 31 %, 30 %, 21103 MiB, 32760 MiB
2026/04/24 15:38:57.556, 0, NVIDIA RTX 5000 Ada Generation, 66 %, 61 %, 24859 MiB, 32760 MiB
2026/04/24 15:39:02.557, 0, NVIDIA RTX 5000 Ada Generation, 30 %, 27 %, 28309 MiB, 32760 MiB
2026/04/24 15:39:07.558, 0, NVIDIA RTX 5000 Ada Generation, 32 %, 29 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:12.559, 0, NVIDIA RTX 5000 Ada Generation, 28 %, 25 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:17.560, 0, NVIDIA RTX 5000 Ada Generation, 14 %, 13 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:22.561, 0, NVIDIA RTX 5000 Ada Generation, 83 %, 77 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:27.562, 0, NVIDIA RTX 5000 Ada Generation, 63 %, 54 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:32.563, 0, NVIDIA RTX 5000 Ada Generation, 9 %, 9 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:37.564, 0, NVIDIA RTX 5000 Ada Generation, 29 %, 27 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:42.565, 0, NVIDIA RTX 5000 Ada Generation, 72 %, 62 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:47.567, 0, NVIDIA RTX 5000 Ada Generation, 62 %, 53 %, 28315 MiB, 32760 MiB
2026/04/24 15:39:52.567, 0, NVIDIA RTX 5000 Ada Generation, 82 %, 76 %, 31855 MiB, 32760 MiB
2026/04/24 15:39:57.568, 0, NVIDIA RTX 5000 Ada Generation, 36 %, 33 %, 31855 MiB, 32760 MiB
2026/04/24 15:40:02.569, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 31843 MiB, 32760 MiB
2026/04/24 15:40:07.570, 0, NVIDIA RTX 5000 Ada Generation, 62 %, 60 %, 31843 MiB, 32760 MiB
2026/04/24 15:40:12.571, 0, NVIDIA RTX 5000 Ada Generation, 67 %, 56 %, 31843 MiB, 32760 MiB
2026/04/24 15:40:17.573, 0, NVIDIA RTX 5000 Ada Generation, 42 %, 35 %, 31843 MiB, 32760 MiB
2026/04/24 15:40:22.574, 0, NVIDIA RTX 5000 Ada Generation, 20 %, 18 %, 31843 MiB, 32760 MiB
2026/04/24 15:40:27.575, 0, NVIDIA RTX 5000 Ada Generation, 70 %, 58 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:32.576, 0, NVIDIA RTX 5000 Ada Generation, 24 %, 22 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:37.577, 0, NVIDIA RTX 5000 Ada Generation, 28 %, 27 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:42.578, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:47.579, 0, NVIDIA RTX 5000 Ada Generation, 23 %, 21 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:52.580, 0, NVIDIA RTX 5000 Ada Generation, 26 %, 23 %, 17169 MiB, 32760 MiB
2026/04/24 15:40:57.581, 0, NVIDIA RTX 5000 Ada Generation, 96 %, 88 %, 17169 MiB, 32760 MiB
2026/04/24 15:41:02.582, 0, NVIDIA RTX 5000 Ada Generation, 55 %, 48 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:07.583, 0, NVIDIA RTX 5000 Ada Generation, 32 %, 30 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:12.583, 0, NVIDIA RTX 5000 Ada Generation, 6 %, 5 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:17.585, 0, NVIDIA RTX 5000 Ada Generation, 46 %, 44 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:22.586, 0, NVIDIA RTX 5000 Ada Generation, 66 %, 63 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:27.587, 0, NVIDIA RTX 5000 Ada Generation, 21 %, 18 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:32.588, 0, NVIDIA RTX 5000 Ada Generation, 65 %, 56 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:37.589, 0, NVIDIA RTX 5000 Ada Generation, 46 %, 38 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:42.591, 0, NVIDIA RTX 5000 Ada Generation, 9 %, 8 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:47.592, 0, NVIDIA RTX 5000 Ada Generation, 43 %, 37 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:52.593, 0, NVIDIA RTX 5000 Ada Generation, 62 %, 53 %, 17181 MiB, 32760 MiB
2026/04/24 15:41:57.593, 0, NVIDIA RTX 5000 Ada Generation, 20 %, 19 %, 17181 MiB, 32760 MiB
2026/04/24 15:42:02.594, 0, NVIDIA RTX 5000 Ada Generation, 41 %, 36 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:07.595, 0, NVIDIA RTX 5000 Ada Generation, 24 %, 21 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:12.596, 0, NVIDIA RTX 5000 Ada Generation, 44 %, 36 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:17.597, 0, NVIDIA RTX 5000 Ada Generation, 11 %, 10 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:22.598, 0, NVIDIA RTX 5000 Ada Generation, 56 %, 48 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:27.599, 0, NVIDIA RTX 5000 Ada Generation, 36 %, 33 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:32.600, 0, NVIDIA RTX 5000 Ada Generation, 79 %, 70 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:37.601, 0, NVIDIA RTX 5000 Ada Generation, 63 %, 53 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:42.602, 0, NVIDIA RTX 5000 Ada Generation, 35 %, 30 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:47.603, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:52.604, 0, NVIDIA RTX 5000 Ada Generation, 74 %, 69 %, 17169 MiB, 32760 MiB
2026/04/24 15:42:57.605, 0, NVIDIA RTX 5000 Ada Generation, 76 %, 70 %, 17169 MiB, 32760 MiB
2026/04/24 15:43:02.606, 0, NVIDIA RTX 5000 Ada Generation, 13 %, 12 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:07.607, 0, NVIDIA RTX 5000 Ada Generation, 16 %, 13 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:12.608, 0, NVIDIA RTX 5000 Ada Generation, 39 %, 36 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:17.609, 0, NVIDIA RTX 5000 Ada Generation, 48 %, 40 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:22.610, 0, NVIDIA RTX 5000 Ada Generation, 31 %, 25 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:27.611, 0, NVIDIA RTX 5000 Ada Generation, 61 %, 53 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:32.612, 0, NVIDIA RTX 5000 Ada Generation, 50 %, 44 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:37.613, 0, NVIDIA RTX 5000 Ada Generation, 60 %, 49 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:42.640, 0, NVIDIA RTX 5000 Ada Generation, 30 %, 28 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:47.641, 0, NVIDIA RTX 5000 Ada Generation, 45 %, 39 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:52.642, 0, NVIDIA RTX 5000 Ada Generation, 33 %, 27 %, 17181 MiB, 32760 MiB
2026/04/24 15:43:57.643, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 17181 MiB, 32760 MiB
2026/04/24 15:44:02.644, 0, NVIDIA RTX 5000 Ada Generation, 30 %, 25 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:07.645, 0, NVIDIA RTX 5000 Ada Generation, 30 %, 23 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:12.646, 0, NVIDIA RTX 5000 Ada Generation, 52 %, 43 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:17.647, 0, NVIDIA RTX 5000 Ada Generation, 26 %, 22 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:22.648, 0, NVIDIA RTX 5000 Ada Generation, 65 %, 57 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:27.650, 0, NVIDIA RTX 5000 Ada Generation, 24 %, 21 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:32.651, 0, NVIDIA RTX 5000 Ada Generation, 0 %, 0 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:37.651, 0, NVIDIA RTX 5000 Ada Generation, 70 %, 59 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:42.652, 0, NVIDIA RTX 5000 Ada Generation, 66 %, 60 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:47.653, 0, NVIDIA RTX 5000 Ada Generation, 66 %, 55 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:52.654, 0, NVIDIA RTX 5000 Ada Generation, 39 %, 35 %, 17169 MiB, 32760 MiB
2026/04/24 15:44:57.656, 0, NVIDIA RTX 5000 Ada Generation, 68 %, 57 %, 17169 MiB, 32760 MiB
2026/04/24 15:45:02.657, 0, NVIDIA RTX 5000 Ada Generation, 16 %, 14 %, 17181 MiB, 32760 MiB
2026/04/24 15:45:07.658, 0, NVIDIA RTX 5000 Ada Generation, 17 %, 15 %, 17181 MiB, 32760 MiB
2026/04/24 15:45:12.658, 0, NVIDIA RTX 5000 Ada Generation, 62 %, 51 %, 17181 MiB, 32760 MiB
2026/04/24 15:45:17.659, 0, NVIDIA RTX 5000 Ada Generation, 4 %, 3 %, 17181 MiB, 32760 MiB
2026/04/24 15:45:22.660, 0, NVIDIA RTX 5000 Ada Generation, 25 %, 21 %, 17181 MiB, 32760 MiB
2026/04/24 15:45:27.661, 0, NVIDIA RTX 5000 Ada Generation, 59 %, 50 %, 17181 MiB, 32760 MiB
